10 1887 1.1
20 3557 0.95
30 5353 1.0333333333333334
40 7258 1.1
50 9049 1.12
60 10837 1.1166666666666667
70 12493 1.0857142857142856
80 14135 1.05
90 15886 1.0444444444444445
100 17473 0.99
110 19082 0.96
120 20918 1.02
